Product Name,Vendor Name,Price,Category,Location,Season,Competitor Price,Inventory Levels (kg),Perishability,Weather,Local Event,Customer Segment
Carrot,Bigbasket,50.0,Low Scale,Jaipur,Summer,45.45446380341458,121,4,rainy,No,occasional-buyer
Brinjal,Bigbasket,35.0,Low Scale,Jaipur,Summer,33.46674232714562,136,1,moderate,No,high-spender
Carrot,Familygarden,47.0,Low Scale,Jaipur,Summer,51.233867950319656,471,4,cold,No,occasional-buyer
Carrot,Bigbasket,52.0,Low Scale,Jaipur,Summer,56.05874335246553,311,5,rainy,Yes,occasional-buyer
Cauliflower,Familygarden,26.0,Low Scale,Jaipur,Summer,25.76941511448571,263,5,rainy,No,bulk-buyer
Brinjal,Bigbasket,38.0,Low Scale,Jaipur,Summer,38.91300774329168,202,4,hot,Yes,budget-conscious
Cauliflower,Bigbasket,24.0,Low Scale,Jaipur,Summer,22.93142967830944,259,5,rainy,No,bulk-buyer
Onion,Bigbasket,54.0,Low Scale,Jaipur,Summer,50.63170852501663,450,2,rainy,No,high-spender
Carrot,Jiomart,51.0,Low Scale,Jaipur,Summer,50.62972373038782,110,4,hot,Yes,bulk-buyer
Tomato,Jiomart,56.0,Low Scale,Jaipur,Summer,54.3575449538918,317,2,hot,No,bulk-buyer
Pomegranate ,Jiomart,404.0,High-scale,Bangalore,"fall, winter",410.75941383755054,311,2,cold,No,occasional-buyer
Garlic,Familygarden,186.0,Low Scale,Bangalore,Summer,170.29172849509746,267,3,rainy,Yes,bulk-buyer
Potato,Bigbasket,40.0,Low Scale,Bangalore,Summer,43.795158461329336,332,4,cold,No,high-spender
Tomato,Bigbasket,30.0,Low Scale,Bangalore,Summer,32.917264466877626,185,5,cold,Yes,budget-conscious
Kiwi,Familygarden,555.0,Small-scale,Chennai,"fall, winter",576.9959502561918,429,2,hot,No,bulk-buyer
Tomato,Jiomart,30.0,Low Scale,Chennai,Summer,30.216578198064724,411,3,moderate,No,bulk-buyer
Potato,Familygarden,42.0,Low Scale,Chennai,Summer,40.40003197680516,498,4,cold,Yes,budget-conscious
Tomato,Familygarden,30.0,Low Scale,Chennai,Summer,31.882770118241698,490,4,moderate,No,high-spender
Cauliflower,Jiomart,24.0,Low Scale,Chennai,Summer,24.88670962825862,142,1,rainy,Yes,high-spender
Orange ,Familygarden,130.0,High-scale,Chennai,winter,121.22804042296717,158,1,hot,Yes,bulk-buyer
Tomato,Jiomart,31.0,Low Scale,Chennai,Summer,33.54774854386183,290,2,rainy,Yes,occasional-buyer
Kiwi,Jiomart,640.0,High-scale,Bangalore,"fall, winter",681.2847670941655,404,1,rainy,No,bulk-buyer
Potato,Jiomart,46.0,Low Scale,Bangalore,Summer,50.1381592022857,473,2,hot,No,budget-conscious
Carrot,Jiomart,52.0,Low Scale,Bangalore,Summer,54.34748288723895,191,5,rainy,Yes,budget-conscious
Potato,Bigbasket,43.0,Low Scale,Bangalore,Summer,43.97537068504779,340,2,hot,No,budget-conscious
Cauliflower,Familygarden,25.0,Low Scale,Bangalore,Summer,24.591215181453098,481,1,moderate,No,bulk-buyer
Pomegranate ,Bigbasket,,Small-scale,Chennai,"fall, winter",,286,5,rainy,No,bulk-buyer
Carrot,Bigbasket,40.0,Low Scale,Chennai,Summer,42.92851111600327,389,1,hot,Yes,high-spender
Cauliflower,Bigbasket,25.0,Low Scale,Chennai,Summer,22.72609335053095,361,2,cold,No,occasional-buyer
Tomato,Bigbasket,25.0,Low Scale,Chennai,Summer,22.631834872486262,226,3,rainy,Yes,bulk-buyer
Tomato,Familygarden,25.0,Low Scale,Chennai,Summer,24.38231683439025,190,4,moderate,No,high-spender
Onion,Familygarden,41.0,Low Scale,Chennai,Summer,43.54653731241103,238,1,hot,No,bulk-buyer
Brinjal,Jiomart,35.0,Low Scale,Chennai,Summer,38.41093290520462,98,2,rainy,Yes,high-spender
Brinjal,Jiomart,35.0,Low Scale,Chennai,Summer,32.5529182377247,351,5,rainy,No,high-spender
Brinjal,Jiomart,38.0,Low Scale,Chennai,Summer,38.71539343667623,418,1,rainy,Yes,occasional-buyer
Tomato,Familygarden,23.0,Low Scale,Chennai,Summer,22.4520979405027,239,1,moderate,No,bulk-buyer
Cauliflower,Bigbasket,25.0,Low Scale,Chennai,Summer,27.34957198907302,185,4,hot,Yes,high-spender
Garlic,Bigbasket,206.0,Low Scale,Chennai,Summer,220.09529963319122,92,2,cold,No,budget-conscious
Onion,Bigbasket,45.0,Low Scale,Chennai,Summer,48.04495834240024,453,3,cold,No,budget-conscious
Onion,Familygarden,41.0,Low Scale,Chennai,Summer,40.74328391031876,429,5,cold,No,budget-conscious
Garlic,Bigbasket,189.0,Low Scale,Chennai,Summer,185.78017718836375,402,2,hot,Yes,occasional-buyer
Potato,Bigbasket,36.0,Low Scale,Chennai,Summer,34.36853091790108,139,5,cold,Yes,high-spender
Carrot,Familygarden,52.0,Low Scale,Chennai,Summer,47.386305165169645,344,1,moderate,Yes,occasional-buyer
Kiwi,Jiomart,408.0,High-scale,Mumbai,"fall, winter",437.76134590241236,390,4,hot,No,bulk-buyer
Onion,Jiomart,45.0,Low Scale,Mumbai,Summer,47.8161090821707,294,4,rainy,Yes,bulk-buyer
Potato,Familygarden,38.0,Low Scale,Mumbai,Summer,41.79785431697459,482,3,moderate,Yes,high-spender
Brinjal,Jiomart,35.0,Low Scale,Mumbai,Summer,38.47645785951734,241,4,rainy,Yes,budget-conscious
Brinjal,Bigbasket,35.0,Low Scale,Mumbai,Summer,35.38802193921839,367,1,cold,Yes,high-spender
Carrot,Familygarden,51.0,Low Scale,Mumbai,Summer,53.743671634841206,155,3,moderate,Yes,high-spender
Onion,Bigbasket,50.0,Low Scale,Mumbai,Summer,54.44765729882428,412,2,hot,Yes,high-spender
Onion,Familygarden,45.0,Low Scale,Mumbai,Summer,48.14682651609671,359,4,moderate,Yes,occasional-buyer
Cauliflower,Familygarden,26.0,Low Scale,Mumbai,Summer,24.68621012906463,431,3,rainy,Yes,bulk-buyer
Potato,Bigbasket,46.0,Low Scale,Mumbai,Summer,45.54500604485286,282,1,hot,Yes,high-spender
Cauliflower,Familygarden,28.0,Low Scale,Mumbai,Summer,25.923292724848373,314,5,moderate,Yes,high-spender
Cauliflower,Familygarden,26.0,Low Scale,Mumbai,Summer,28.36106534174536,393,5,moderate,No,high-spender
Brinjal,Bigbasket,35.0,Low Scale,Mumbai,Summer,35.74322244115616,86,1,moderate,No,occasional-buyer
Tomato,Jiomart,56.0,Low Scale,Mumbai,Summer,52.96079942163878,354,1,moderate,Yes,occasional-buyer
Potato,Familygarden,38.0,Low Scale,Mumbai,Summer,39.30492520148451,90,5,hot,No,occasional-buyer
Onion,Jiomart,54.0,Low Scale,Mumbai,Summer,55.27578499694528,66,3,rainy,No,high-spender
Brinjal,Jiomart,35.0,Low Scale,Mumbai,Summer,34.007139026229886,393,5,moderate,Yes,budget-conscious
Garlic,Familygarden,206.0,Low Scale,Mumbai,Summer,190.07857279862472,326,1,hot,Yes,budget-conscious
Potato,Jiomart,42.0,Low Scale,Mumbai,Summer,43.44121484297952,356,4,rainy,Yes,budget-conscious
Garlic,Jiomart,189.0,Low Scale,Mumbai,Summer,189.7676310941634,108,2,moderate,No,bulk-buyer
Pineapple,Bigbasket,124.0,High-scale,Bangalore,"summer, monsoon",130.75349611504387,472,4,rainy,Yes,high-spender
Potato,Bigbasket,40.0,Low Scale,Bangalore,Summer,40.16130800889595,232,4,rainy,No,budget-conscious
Brinjal,Bigbasket,36.0,Low Scale,Bangalore,Summer,38.53570680229349,90,1,hot,Yes,budget-conscious
Cauliflower,Familygarden,24.0,Low Scale,Bangalore,Summer,24.24915282611753,88,5,rainy,No,budget-conscious
Onion,Familygarden,50.0,Low Scale,Bangalore,Summer,50.60937971535387,446,3,hot,No,high-spender
Cauliflower,Familygarden,28.0,Low Scale,Bangalore,Summer,30.109260174886735,241,4,moderate,Yes,budget-conscious
Potato,Familygarden,37.0,Low Scale,Bangalore,Summer,36.285773209971744,316,5,rainy,Yes,budget-conscious
Tomato,Jiomart,23.0,Low Scale,Bangalore,Summer,21.316470050872947,196,3,rainy,No,high-spender
Cauliflower,Bigbasket,27.0,Low Scale,Bangalore,Summer,24.45542645209203,444,4,cold,No,bulk-buyer
Onion,Jiomart,45.0,Low Scale,Bangalore,Summer,47.29623530106258,382,3,moderate,Yes,occasional-buyer
Onion,Familygarden,45.0,Low Scale,Bangalore,Summer,46.082785962181184,176,5,moderate,Yes,budget-conscious
Garlic,Bigbasket,206.0,Low Scale,Bangalore,Summer,214.408086445688,95,2,cold,No,occasional-buyer
Tomato,Bigbasket,31.0,Low Scale,Bangalore,Summer,29.220377801355248,94,5,cold,Yes,bulk-buyer
Potato ,Jiomart,59.0,High-scale,Mumbai,winter,54.70918341192388,50,1,hot,No,bulk-buyer
Potato ,Instamart,61.0,High-scale,Bangalore,winter,55.077444921148164,217,3,hot,Yes,budget-conscious
Carrot,Instamart,122.0,High-scale,Bangalore,winter,118.35433643488098,157,2,rainy,Yes,high-spender
Onion,Instamart,68.0,High-scale,Bangalore,"summer, winter",69.22288054122302,68,3,rainy,Yes,bulk-buyer
Garlic ,Instamart,480.0,High-scale,Bangalore,"fall, summer",469.6554283295743,381,3,rainy,No,occasional-buyer
Tomato ,Instamart,46.0,High-scale,Bangalore,summer,45.42476928261831,121,4,rainy,Yes,occasional-buyer
Brinjal,Instamart,68.0,High-scale,Bangalore,"summer, monsoon",73.49655824511498,494,1,hot,No,occasional-buyer
Cauliflower,Instamart,80.0,High-scale,Bangalore,winter,77.57208747237281,158,3,moderate,Yes,occasional-buyer
Apple,Instamart,346.5,High-scale,Bangalore,"summer, fall",347.46947159877493,317,5,rainy,No,bulk-buyer
Banana ,Instamart,78.0,High-scale,Bangalore,summer,82.42498699876182,494,5,moderate,No,budget-conscious
Orange ,Instamart,160.0,High-scale,Bangalore,winter,156.68936903428065,289,4,rainy,Yes,budget-conscious
Grapes,Instamart,600.0,High-scale,Bangalore,summer,614.6504040273448,466,1,cold,No,occasional-buyer
Pomegranate ,Instamart,404.0,High-scale,Bangalore,"fall, winter",433.27898766673707,350,1,rainy,No,budget-conscious
Pineapple,Instamart,124.0,High-scale,Bangalore,"summer, monsoon",135.14811146670954,139,5,rainy,No,occasional-buyer
Kiwi,Instamart,640.0,High-scale,Bangalore,"fall, winter",594.8254055589168,152,2,rainy,No,occasional-buyer
Potato ,Blinkit,59.0,High-scale,Mumbai,winter,64.03373397690565,299,4,hot,Yes,high-spender
Carrot,Blinkit,132.0,High-scale,Mumbai,winter,131.7918701372998,57,4,cold,Yes,bulk-buyer
Onion,Blinkit,64.0,High-scale,Mumbai,"summer, winter",60.90552817022667,202,5,rainy,Yes,bulk-buyer
Garlic ,Blinkit,525.0,High-scale,Mumbai,"fall, summer",520.7092544050174,396,5,rainy,No,occasional-buyer
Tomato ,Blinkit,52.0,High-scale,Mumbai,summer,56.992338782968964,223,2,moderate,No,bulk-buyer
Brinjal,Blinkit,98.0,High-scale,Mumbai,"summer, monsoon",97.85531464226025,392,2,cold,Yes,budget-conscious
Cauliflower,Blinkit,84.0,High-scale,Mumbai,winter,81.12302705283014,207,1,rainy,Yes,occasional-buyer
Apple,Blinkit,364.0,High-scale,Mumbai,"summer, fall",373.7115821942577,480,4,moderate,No,high-spender
Banana ,Blinkit,77.0,High-scale,Mumbai,summer,72.99824252918418,264,4,moderate,Yes,budget-conscious
Orange ,Blinkit,130.0,High-scale,Mumbai,winter,118.97244653082527,226,5,hot,Yes,high-spender
Grapes,Blinkit,408.0,High-scale,Mumbai,summer,377.716585307909,224,1,moderate,No,high-spender
Pomegranate ,Blinkit,326.0,High-scale,Mumbai,"fall, winter",301.7485887000468,389,4,rainy,Yes,bulk-buyer
Pineapple,Blinkit,105.0,High-scale,Mumbai,"summer, monsoon",97.68995656375817,387,1,hot,No,bulk-buyer
Kiwi,Blinkit,408.0,High-scale,Mumbai,"fall, winter",378.5282972881919,195,1,hot,Yes,occasional-buyer
Potato ,FamilyGarden,60.0,Small-scale,Chennai,winter,61.69049693763857,499,5,rainy,No,bulk-buyer
Carrot,FamilyGarden,160.0,Small-scale,Chennai,winter,149.82016270077264,373,1,cold,No,high-spender
Onion,FamilyGarden,90.0,Small-scale,Chennai,"summer, winter",87.22201109982954,210,2,moderate,No,high-spender
Garlic ,FamilyGarden,460.0,Small-scale,Chennai,"fall, summer",496.50453371135313,176,2,hot,No,budget-conscious
Tomato ,FamilyGarden,76.0,Small-scale,Chennai,summer,75.60421693199567,469,3,cold,No,high-spender
Brinjal,FamilyGarden,70.0,Small-scale,Chennai,"summer, monsoon",72.34580833929438,131,5,rainy,Yes,occasional-buyer
Cauliflower,FamilyGarden,82.0,Small-scale,Chennai,winter,76.62604588770674,196,3,moderate,Yes,occasional-buyer
Apple,FamilyGarden,352.0,Small-scale,Chennai,"summer, fall",330.3371469241304,288,2,moderate,Yes,bulk-buyer
Banana ,FamilyGarden,90.0,Small-scale,Chennai,summer,81.73563509279663,461,3,hot,No,bulk-buyer
Orange ,FamilyGarden,100.0,Small-scale,Chennai,winter,93.3787012614433,473,5,moderate,Yes,bulk-buyer
Grapes,FamilyGarden,120.0,Small-scale,Chennai,summer,114.68616813676701,133,5,moderate,No,occasional-buyer
Pomegranate ,FamilyGarden,310.0,Small-scale,Chennai,"fall, winter",289.9746500251583,162,1,moderate,No,high-spender
Pineapple,FamilyGarden,130.0,Small-scale,Chennai,"summer, monsoon",119.30626587768346,274,4,moderate,Yes,bulk-buyer
Kiwi,FamilyGarden,555.0,Small-scale,Chennai,"fall, winter",512.8905816921667,381,1,rainy,No,budget-conscious
Potato,Local Market,38.8,Low Scale,Jaipur,Summer,38.49564323993395,427,5,cold,Yes,bulk-buyer
Apple,Instamart,339.65,High-scale,Bangalore,"summer, fall",319.7012494913055,292,2,rainy,No,occasional-buyer
Carrot,Local Market,49.45,Low Scale,Jaipur,Summer,48.10762892576547,192,2,rainy,No,bulk-buyer
Carrot,Local Market,48.33,Low Scale,Jaipur,Summer,48.36303134008305,90,1,hot,Yes,high-spender
Tomato,Jiomart,60.81,Low Scale,Jaipur,Summer,63.12558190579035,472,5,moderate,No,bulk-buyer
Potato,Local Market,48.42,Low Scale,Jaipur,Summer,43.9586987622212,307,2,rainy,Yes,occasional-buyer
Potato,Local Market,36.76,Low Scale,Jaipur,Summer,38.961265252779285,496,5,moderate,No,occasional-buyer
Carrot,Familygarden,50.69,Low Scale,Jaipur,Summer,51.98665414865882,334,2,rainy,Yes,budget-conscious
Brinjal,Bigbasket,33.98,Low Scale,Jaipur,Summer,31.13763438112453,154,5,rainy,No,occasional-buyer
Onion,Local Market,49.04,Low Scale,Jaipur,Summer,52.70405914523927,251,3,hot,Yes,budget-conscious
Onion,Local Market,38.86,Low Scale,Jaipur,Summer,42.13102029693325,499,5,cold,Yes,high-spender
Potato,Local Market,32.67,Low Scale,Jaipur,Summer,29.80208338969168,356,5,cold,No,occasional-buyer
Tomato,Local Market,50.19,Low Scale,Jaipur,Summer,47.95029783210163,380,1,rainy,Yes,bulk-buyer
Brinjal,Bigbasket,34.39,Low Scale,Jaipur,Summer,36.49605240241667,315,3,hot,No,high-spender
Brinjal,Familygarden,32.28,Low Scale,Jaipur,Summer,33.8827645611169,447,4,moderate,No,bulk-buyer
Onion,Jiomart,40.08,Low Scale,Jaipur,Summer,37.55112049116072,259,1,moderate,Yes,bulk-buyer
Apple,FamilyGarden,328.41,Small-scale,Chennai,"summer, fall",309.31948225540185,100,4,rainy,Yes,bulk-buyer
Carrot,Instamart,128.37,High-scale,Bangalore,winter,125.04450076706595,167,2,cold,Yes,high-spender
Tomato,Bigbasket,55.38,Low Scale,Jaipur,Summer,55.208576583975756,250,4,hot,Yes,high-spender
Cauliflower,Local Market,23.15,Low Scale,Jaipur,Summer,23.69751959218527,426,5,cold,Yes,occasional-buyer
Brinjal,Local Market,40.51,Low Scale,Jaipur,Summer,39.447938307794296,88,4,moderate,No,bulk-buyer
Tomato,Local Market,41.36,Low Scale,Jaipur,Summer,41.0500871718534,77,1,cold,Yes,budget-conscious
Brinjal,Local Market,33.85,Low Scale,Jaipur,Summer,35.525378251165534,308,1,moderate,No,occasional-buyer
Banana ,Blinkit,83.24,High-scale,Mumbai,summer,75.52670196172267,133,4,hot,Yes,high-spender
Potato,Local Market,41.06,Low Scale,Jaipur,Summer,39.0270121869531,204,1,hot,Yes,budget-conscious
Brinjal,Bigbasket,38.22,Low Scale,Jaipur,Summer,39.850844234501515,166,1,rainy,Yes,high-spender
Cauliflower,Local Market,22.83,Low Scale,Jaipur,Summer,24.634514420879754,51,4,rainy,No,budget-conscious
Cauliflower,Instamart,83.59,High-scale,Bangalore,winter,83.7852234772897,142,3,cold,Yes,occasional-buyer
Brinjal,Local Market,37.55,Low Scale,Jaipur,Summer,37.79117227434252,215,3,hot,No,budget-conscious
Pomegranate ,Blinkit,327.43,High-scale,Mumbai,"fall, winter",301.7052663345966,436,2,hot,No,occasional-buyer
Tomato,Local Market,33.2,Low Scale,Jaipur,Summer,32.850818115707746,449,1,rainy,No,high-spender
Tomato,Bigbasket,24.81,Low Scale,Chennai,Summer,24.971846876149826,399,4,moderate,Yes,budget-conscious
Potato,Local Market,40.78,Low Scale,Jaipur,Summer,38.679589427644856,345,1,cold,No,bulk-buyer
Cauliflower,Familygarden,76.63,High-scale,Bangalore,winter,73.09342175753021,307,5,cold,Yes,bulk-buyer
Carrot,Local Market,50.77,Low Scale,Jaipur,Summer,49.52394339216434,130,1,rainy,No,high-spender
Carrot,Local Market,45.89,Low Scale,Jaipur,Summer,41.485213453203976,474,1,hot,Yes,budget-conscious
Potato,Bigbasket,46.06,Low Scale,Mumbai,Summer,44.420993273352245,317,3,rainy,No,bulk-buyer
Kiwi,FamilyGarden,519.72,Small-scale,Chennai,"fall, winter",489.72675163924885,468,4,rainy,Yes,occasional-buyer
Onion,Local Market,43.43,Low Scale,Jaipur,Summer,41.931642001017366,284,1,rainy,Yes,budget-conscious
Carrot,Bigbasket,50.81,Low Scale,Jaipur,Summer,46.946022783547235,370,3,rainy,Yes,budget-conscious
Onion,Local Market,42.37,Low Scale,Jaipur,Summer,45.67932817698987,360,2,moderate,No,bulk-buyer
Onion,Local Market,35.66,Low Scale,Jaipur,Summer,36.32750137874747,350,3,moderate,No,occasional-buyer
Brinjal,Bigbasket,38.06,Low Scale,Jaipur,Summer,39.42332685332786,406,3,hot,Yes,occasional-buyer
Brinjal,Local Market,35.54,Low Scale,Jaipur,Summer,37.59542916402096,262,3,rainy,No,occasional-buyer
Onion,Local Market,34.4,Low Scale,Jaipur,Summer,34.389282328631914,111,1,moderate,No,budget-conscious
Carrot,Familygarden,54.84,Low Scale,Mumbai,Summer,50.30934171974287,98,1,hot,No,high-spender
Brinjal,Local Market,34.17,Low Scale,Jaipur,Summer,34.42358610678796,176,2,rainy,No,budget-conscious
Cauliflower,Local Market,25.34,Low Scale,Jaipur,Summer,25.780110786129818,272,5,cold,No,budget-conscious
Onion,Familygarden,38.53,Low Scale,Jaipur,Summer,40.42135658806445,458,5,moderate,No,bulk-buyer
Potato,Local Market,51.02,Low Scale,Jaipur,Summer,50.32265400972766,328,5,hot,No,high-spender
Brinjal,Familygarden,40.22,Low Scale,Jaipur,Summer,37.22425595568751,457,2,cold,Yes,occasional-buyer
Cauliflower,Familygarden,25.15,Low Scale,Mumbai,Summer,24.062392806167583,343,5,rainy,Yes,bulk-buyer
Potato,Local Market,47.46,Low Scale,Jaipur,Summer,46.160377157415844,333,5,rainy,No,budget-conscious
Onion,Local Market,40.92,Low Scale,Jaipur,Summer,42.114186703057825,326,3,rainy,Yes,high-spender
Tomato,Familygarden,31.69,Low Scale,Chennai,Summer,32.13859289499157,487,1,moderate,Yes,occasional-buyer
Brinjal,Familygarden,40.02,Low Scale,Jaipur,Summer,38.86819819408637,156,1,hot,Yes,occasional-buyer
Carrot,Familygarden,50.78,Low Scale,Jaipur,Summer,55.72104886674151,195,3,cold,No,budget-conscious
Brinjal,Local Market,38.32,Low Scale,Jaipur,Summer,39.130658215551186,469,3,hot,No,occasional-buyer
Onion,Local Market,42.86,Low Scale,Jaipur,Summer,40.60750805876094,148,3,moderate,No,occasional-buyer
Tomato,Local Market,29.8,Low Scale,Jaipur,Summer,27.42662353681761,478,1,hot,No,high-spender
Cauliflower,Local Market,21.79,Low Scale,Jaipur,Summer,20.277160128565317,424,5,moderate,No,bulk-buyer
Cauliflower,Local Market,28.31,Low Scale,Jaipur,Summer,26.871612658113087,122,3,rainy,Yes,high-spender
Garlic,Bigbasket,206.68,Low Scale,Bangalore,Summer,192.653925245057,486,2,cold,No,bulk-buyer
Potato,Local Market,44.53,Low Scale,Jaipur,Summer,41.73856591620093,171,3,rainy,Yes,bulk-buyer
Onion,Jiomart,43.62,Low Scale,Jaipur,Summer,41.745170251685124,79,4,hot,No,bulk-buyer
Potato ,Instamart,55.62,High-scale,Bangalore,winter,51.986607874058855,237,3,rainy,Yes,occasional-buyer
Carrot,Local Market,51.47,Low Scale,Jaipur,Summer,55.55430328110442,413,1,cold,No,high-spender
Onion,Bigbasket,53.15,Low Scale,Jaipur,Summer,48.68788471638325,403,3,rainy,No,occasional-buyer
Kiwi,Blinkit,369.79,High-scale,Mumbai,"fall, winter",371.602813349837,337,4,cold,No,budget-conscious
Tomato,Jiomart,54.93,Low Scale,Jaipur,Summer,53.945619541308425,244,2,cold,No,high-spender
Cauliflower,Local Market,25.63,Low Scale,Jaipur,Summer,28.102672790273516,205,5,rainy,No,bulk-buyer
Carrot,Familygarden,48.12,Low Scale,Chennai,Summer,44.386262394465334,221,3,moderate,No,occasional-buyer
Garlic,Local Market,187.64,Low Scale,Jaipur,Summer,183.8067249209886,384,4,hot,Yes,occasional-buyer
Carrot,Local Market,52.95,Low Scale,Jaipur,Summer,57.92169188838617,90,4,moderate,No,high-spender
Carrot,Familygarden,46.75,Low Scale,Jaipur,Summer,50.16749162710872,112,2,moderate,Yes,high-spender
Carrot,Local Market,49.44,Low Scale,Jaipur,Summer,52.57520863754648,72,1,rainy,No,bulk-buyer
Grapes,Blinkit,431.24,High-scale,Mumbai,summer,410.359603026972,409,3,hot,Yes,bulk-buyer
Cauliflower,Local Market,27.85,Low Scale,Jaipur,Summer,26.016843861762666,124,4,hot,Yes,budget-conscious
Tomato,Jiomart,32.86,Low Scale,Chennai,Summer,33.96832324134336,97,2,moderate,Yes,bulk-buyer
Onion,Familygarden,39.96,Low Scale,Chennai,Summer,43.39157290510767,209,5,rainy,Yes,occasional-buyer
Garlic ,FamilyGarden,496.87,Small-scale,Chennai,"fall, summer",502.51075573036627,362,4,hot,Yes,budget-conscious
Tomato,Local Market,48.52,Low Scale,Jaipur,Summer,49.21492953861591,167,2,moderate,Yes,budget-conscious
Potato,Local Market,47.13,Low Scale,Jaipur,Summer,45.05608293684184,149,1,hot,No,budget-conscious
Cauliflower,Local Market,27.99,Low Scale,Jaipur,Summer,29.498621440008463,429,1,rainy,Yes,high-spender
Tomato ,FamilyGarden,83.48,Small-scale,Chennai,summer,78.25488242591642,466,4,rainy,No,bulk-buyer
Tomato,Local Market,25.76,Low Scale,Jaipur,Summer,24.851595425954667,457,4,rainy,No,budget-conscious
Cauliflower,Local Market,29.57,Low Scale,Jaipur,Summer,29.129031097977492,216,3,hot,Yes,high-spender
Brinjal,Local Market,32.12,Low Scale,Jaipur,Summer,32.16888907266894,339,2,cold,Yes,high-spender
Banana ,Blinkit,74.1,High-scale,Mumbai,summer,70.28251223439149,489,4,hot,No,budget-conscious
Carrot,FamilyGarden,161.55,Small-scale,Chennai,winter,149.10537780732366,205,3,cold,Yes,budget-conscious
Onion,Local Market,52.93,Low Scale,Jaipur,Summer,54.101023769287124,470,3,rainy,Yes,occasional-buyer
Onion,Local Market,39.65,Low Scale,Jaipur,Summer,37.97384028719523,56,4,moderate,Yes,budget-conscious
Onion,Local Market,47.29,Low Scale,Jaipur,Summer,48.05835109821507,245,1,cold,Yes,occasional-buyer
Tomato,Local Market,31.59,Low Scale,Jaipur,Summer,29.40626363510241,470,2,rainy,Yes,budget-conscious
Tomato,Local Market,33.92,Low Scale,Jaipur,Summer,33.79205445098309,105,2,rainy,Yes,budget-conscious
Potato,Bigbasket,42.76,Low Scale,Bangalore,Summer,43.038704827181164,370,1,cold,Yes,bulk-buyer
Potato,Local Market,44.93,Low Scale,Jaipur,Summer,40.90268630188633,242,4,moderate,No,budget-conscious
Pineapple,Instamart,130.06,High-scale,Bangalore,"summer, monsoon",125.80975048438026,96,2,rainy,Yes,budget-conscious
Brinjal,Familygarden,36.16,Low Scale,Jaipur,Summer,33.51608694362266,197,4,cold,No,occasional-buyer
Onion,Jiomart,41.89,Low Scale,Jaipur,Summer,38.23195550262085,324,4,moderate,No,occasional-buyer
Brinjal,Local Market,35.89,Low Scale,Jaipur,Summer,39.40693454809503,206,3,moderate,No,bulk-buyer
Garlic,Local Market,146.68,Low Scale,Jaipur,Summer,141.4685723961785,251,1,rainy,No,budget-conscious
Carrot,Local Market,52.42,Low Scale,Jaipur,Summer,55.66872369034,493,4,hot,Yes,budget-conscious
Kiwi,Instamart,652.53,High-scale,Bangalore,"fall, winter",620.5091332905998,451,5,hot,No,occasional-buyer
Kiwi,Instamart,631.0,High-scale,Bangalore,"fall, winter",653.9056435446599,468,1,rainy,No,high-spender
Potato,Local Market,39.89,Low Scale,Jaipur,Summer,41.966097866199924,476,2,moderate,No,high-spender
Potato,Familygarden,36.48,Low Scale,Bangalore,Summer,37.17778025147483,175,3,rainy,No,high-spender
Cauliflower,Local Market,25.27,Low Scale,Jaipur,Summer,25.1263460569325,444,2,cold,No,occasional-buyer
Brinjal,Local Market,36.44,Low Scale,Jaipur,Summer,35.79749658230529,354,2,hot,Yes,occasional-buyer
Garlic,Familygarden,142.97,Low Scale,Jaipur,Summer,138.64853921353043,418,1,cold,Yes,high-spender
Onion,Familygarden,43.49,Low Scale,Mumbai,Summer,47.2260444966676,343,2,rainy,No,high-spender
Tomato,Local Market,46.01,Low Scale,Jaipur,Summer,49.05235979046268,113,4,rainy,Yes,budget-conscious
Potato,Familygarden,37.9,Low Scale,Mumbai,Summer,41.424903982852165,374,2,moderate,Yes,occasional-buyer
Cauliflower,Local Market,24.33,Low Scale,Jaipur,Summer,22.50183028948066,441,3,moderate,No,occasional-buyer
Carrot,Local Market,54.7,Low Scale,Jaipur,Summer,57.225690178727874,467,3,moderate,No,high-spender
Garlic,Jiomart,183.89,Low Scale,Mumbai,Summer,200.01128532096413,225,5,cold,No,high-spender
Onion,Familygarden,41.12,Low Scale,Chennai,Summer,38.49846073614639,165,3,moderate,Yes,bulk-buyer
Cauliflower,Local Market,30.24,Low Scale,Jaipur,Summer,27.618169425034267,489,2,rainy,No,occasional-buyer
Carrot,Bigbasket,50.39,Low Scale,Jaipur,Summer,52.820013903545224,253,3,moderate,Yes,bulk-buyer
Brinjal,Local Market,35.24,Low Scale,Jaipur,Summer,35.764886501692025,370,1,hot,Yes,budget-conscious
Potato,Local Market,47.82,Low Scale,Jaipur,Summer,51.08925042091612,80,3,moderate,Yes,bulk-buyer
Garlic ,Instamart,449.42,High-scale,Bangalore,"fall, summer",417.0413003006774,437,4,cold,No,high-spender
Brinjal,Local Market,37.3,Low Scale,Jaipur,Summer,39.50269414647478,162,1,hot,Yes,occasional-buyer
Brinjal,Local Market,30.02,Low Scale,Jaipur,Summer,28.22857042956666,414,5,hot,No,occasional-buyer
Garlic ,FamilyGarden,484.04,Small-scale,Chennai,"fall, summer",451.4792045169432,483,4,hot,No,bulk-buyer
Onion,Local Market,37.71,Low Scale,Jaipur,Summer,35.17789264799555,374,2,cold,No,bulk-buyer
